"ST_CASE","VEH_NO","MAKE","MODEL","MOD_YEAR","VIN","NUMOCCS","TRAV_SP","DEFORMED","TOWED","DEATHS","SPEEDREL","OWNER","BODY_TYP"
"360522","1","12","461",1998,"1FTPE2428WHA",1,NA,NA,"no",0,"yes","other","van or bus"
"360523","1","72","706",2015,"1HD1KBM16FB6",1,NA,"disabling","yes",1,"no","driver","motorcycle"
"360523","2","63","401",2000,"KNDJB7237Y56",2,NA,NA,"yes",0,"no","driver","utility vehicle"
"360523","3","49","40",2001,"4T1BG22K31U0",1,NA,NA,"no",0,"no","driver","4-door sedan"
"360524","1","20","2",2004,"2G1WF52E8493",1,69,NA,"yes",0,"no","other","4-door sedan"
"360524","2","20","39",2010,"KL1TD5DE5AB1",1,2,"disabling","yes",1,"no","other","4-door sedan"
"360525","1","2","403",2002,"1J4FA39SX2P7",3,NA,NA,"yes",2,"no","other","utility vehicle"
"360526","1","37","706",2011,"JH2SC6604BK1",1,NA,"disabling","yes",1,"yes","driver","motorcycle"
"360527","1","55","401",2002,"KM8SC13DX2U2",1,NA,NA,"yes",1,"no","driver","utility vehicle"
"360527","2","35","402",2009,"5N1AN08W49C5",1,NA,NA,"yes",0,"no","driver","utility vehicle"
"360528","1","35","47",2009,"1N4AL21E29N5",1,NA,NA,"yes",1,"no","other","4-door sedan"
"360529","1","49","40",2013,"4T4BF1FK8DR2",2,NA,NA,"yes",1,"yes","driver","4-door sedan"
"360530","1","12","481",2008,"1FTPX14538FB",1,55,"disabling","yes",1,"no","driver","pickup"
"360530","2","12","481",2007,"1FTWX31567EB",2,55,"disabling","yes",0,"no","driver","pickup"
"360531","1","86","881",2001,"1M2AD62C31M0",1,NA,"none","yes",0,"no","other","truck"
"360532","1","35","402",2002,"JHLRD78832C0",1,NA,NA,"yes",1,"no","other","utility vehicle"
"360533","1","20","481",2008,"1GCEK14C28Z2",1,NA,NA,"yes",0,"no","other","pickup"
"360534","1","82","881",2014,"3ALACWDT4EDF",1,NA,NA,"no",0,"no","other","truck"
"360535","1","53","734",2014,"5SAAR41P4E71",2,NA,NA,"yes",1,"yes","driver","other motorized transport"
"360536","1","48","401",2000,"JF1SF6550YG7",1,NA,"disabling","yes",1,"no","driver","utility vehicle"
"360537","1","20","401",2000,"1GNDT13W7Y22",1,NA,NA,"yes",1,"no","driver","utility vehicle"
"360538","1","41","51",2005,"JM1BK343X512",4,NA,NA,"yes",1,"no","other","4-door sedan"
"360538","2","7","482",2011,"3D73Y4CL2BG6",1,NA,NA,"yes",0,"no","driver","pickup"
"360539","1","12","37",2006,"1FAFP34NX6W1",1,NA,"disabling","yes",1,"no","driver","4-door sedan"
"360539","2","35","47",1999,"1N4DL01D3XC1",1,NA,"disabling","yes",1,"no","driver","4-door sedan"
"360540","1","73","709",2013,"JKBZXNF13DA0",1,NA,"disabling","yes",1,"yes","other","motorcycle"
"360541","1","23","481",2004,"1GTHK29G74E2",2,NA,NA,"yes",1,"no","driver","pickup"
"360542","1","20","443",2004,"1GNDX03E34D2",2,NA,NA,"yes",0,"yes","other","van or bus"
"360542","2","73","709",2013,"JKBZXJE14DA0",1,NA,"disabling","yes",1,"no","driver","motorcycle"
"360543","1","35","47",2015,"1N4AL3AP9FN8",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360544","1","73","706",2008,"JKAZXCE158A0",1,NA,"disabling","yes",1,"yes","driver","motorcycle"
"360544","2","49","50",2007,"JTKDE1770701",1,NA,NA,"yes",0,"no","other","other car"
"360545","1","20","444",2006,"1GNDV23L66D1",5,NA,NA,"yes",1,"no","other","van or bus"
"360546","1","12","27",2013,"1FADP5AU1DL5",1,NA,NA,"no",0,"no","other",NA
"360547","1","54","35",2002,"19UUA56622A0",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360548","1","54","421",2003,"2HNYD18253H5",2,NA,NA,"yes",0,"no","other","utility vehicle"
"360549","1","9","442",1993,"2P4GH55R4PR1",1,NA,"disabling","yes",1,"no","driver","van or bus"
"360550","1","49","40",2011,"4T1BF3EK6BU7",1,NA,NA,NA,1,"no","other","4-door sedan"
"360550","2","52","882",2005,"999999999999",1,NA,NA,NA,0,"no","other","truck"
"360551","1","72","706",2005,"1HD1BTY145Y0",1,NA,"disabling","yes",1,"no","other","motorcycle"
"360551","2","63","441",2003,"KNDUP131X364",2,NA,NA,"yes",0,"no","driver","van or bus"
"360552","1","49","482",2007,"5TBDV58137S4",1,NA,NA,"yes",0,"no","driver","pickup"
"360552","2","7","442",2003,"1D4GP24R93B2",9,NA,NA,"yes",1,"no","driver","van or bus"
"360553","1","22","18",2004,"1G2NF52EX4M6",1,NA,"none","yes",0,"no","driver","4-door sedan"
"360554","1","92","981",2005,"15GCB2117511",2,NA,NA,"yes",0,"no","other","van or bus"
"360554","2","14","6",1999,"2MEFM74W5XX6",1,NA,NA,"yes",1,"yes","driver","4-door sedan"
"360555","1","20","443",2001,"1GNDU03E21D2",1,NA,NA,"yes",0,"no","driver","van or bus"
"360555","2","98","709",2010,"2BXJBKC19AV0",2,NA,NA,"yes",1,"no","other","motorcycle"
"360556","1","20","431",1995,"1GNFK16K1SJ4",1,NA,"disabling","yes",1,"no","driver",NA
"360557","1","35","50",2014,"3N1CE2CPXEL3",2,NA,NA,"yes",0,"no","other","4-door sedan"
"360558","1","98","907",2010,"1VHHH3P28A67",1,NA,"none","no",0,"no","other","van or bus"
"360559","1","7","442",2005,"1D4GP45R25B2",1,NA,NA,"no",0,"no","driver","van or bus"
"360560","1","49","442",2006,"5TDZA22C36S4",3,NA,"disabling","yes",1,"no","driver","van or bus"
"360560","2","23","481",2003,"2GTEK19T8313",2,NA,"disabling","yes",0,"no","driver","pickup"
"360561","1","48","401",2004,"JF1SG65664H7",2,NA,NA,"yes",0,"no","driver","utility vehicle"
"360561","2","37","709",1978,"CB400A205171",1,NA,"disabling","yes",1,"no","driver","motorcycle"
"360562","1","20","481",2003,"1GCHK29U43E3",2,NA,"disabling","yes",0,"no","driver","pickup"
"360562","3","12","881",2000,"3FDNX65Y6YMA",1,NA,NA,"yes",0,"no","other","truck"
"360563","1","53","706",2014,"JS1GX72B9E21",1,130,"disabling","yes",1,"yes","other","motorcycle"
"360564","1","20","481",2004,"1GCHK29U24E1",2,NA,"disabling","yes",0,"no","other","pickup"
"360564","2","49","402",2010,"2T3BK4DV2AW0",2,NA,"disabling","yes",1,"no","driver","utility vehicle"
"360565","1","72","706",2012,"1HD1JNV19CB0",1,NA,NA,"yes",1,"no","driver","motorcycle"
"360565","2","12","402",2011,"1FMCU9E7XBKB",1,NA,"disabling","yes",0,"no","driver","utility vehicle"
"360566","1","48","38",2013,"JF1GJAC64DH0",1,NA,"disabling","yes",1,"yes","driver","4-door sedan"
"360567","1","12","481",2004,"1FTNW20PX4EB",5,NA,NA,"yes",0,"no","other","pickup"
"360567","2","2","404",2004,"1J4GW58N64C1",2,NA,NA,"yes",1,"no","driver","utility vehicle"
"360568","1","93","981",2005,"1M8PDMPA25P0",1,NA,NA,"yes",0,"no","other","van or bus"
"360569","1","37","32",2008,"JHMCP26408C0",1,40,NA,"yes",1,"no","other","4-door sedan"
"360569","2","98","809",2004,"2FZHAZCV24AM",1,55,NA,"yes",0,"no","other","truck"
"360569","3","49","403",2015,"5TDJKRFH8FS0",1,40,NA,"yes",0,"no","driver","utility vehicle"
"360570","1","37","706",1997,"JH2SC3509VM0",1,NA,"disabling","yes",1,"yes","other","motorcycle"
"360571","1","23","401",2002,"1GKDT13S0222",2,NA,"none","yes",1,"no","driver","utility vehicle"
"360572","1","54","38",2005,"JH4DC53035S0",1,NA,"disabling","yes",1,"yes","other","other car"
"360572","2","14","444",2004,"2MRDA20214BJ",2,NA,NA,"yes",0,"no","other","van or bus"
"360572","3","7","482",2014,"3C6TR5FT3EG2",1,NA,NA,"yes",0,"no","driver","pickup"
"360573","1","35","47",2015,"1N4AL3AP6FN3",3,NA,"disabling","yes",1,"no","other","4-door sedan"
"360573","2","35","50",2010,"3N1BC1AP7AL4",1,NA,"disabling","yes",0,"no","driver","4-door sedan"
"360574","1","93","981",2002,"1M8PDM1A32P0",1,NA,NA,"no",0,"no","other","van or bus"
"360575","1","12","870",2007,"1FDXE45S87DB",3,NA,NA,"no",0,"no","other","truck"
"360576","1","20","22",2010,"1G1AF1F55A71",1,NA,NA,"yes",0,"no","driver","other car"
"360577","1","73","705",2003,"JKBZXJB163A0",1,NA,"disabling","yes",1,"yes","driver","motorcycle"
"360578","1","19","3",2003,"1G6KD54Y73U1",2,NA,NA,"no",0,"no","driver","4-door sedan"
"360579","1","2","405",2012,"1C4PJMAK3CW2",1,NA,NA,"no",0,"no","driver","utility vehicle"
"360580","1","18","7",2004,"2G4WS52J2412",1,0,"disabling","yes",1,"no","other","4-door sedan"
"360580","2","98","881",9999,"3H3V482C3GT0",1,NA,"disabling","yes",0,"no","other","truck"
"360580","3","87","881",2015,"1NPXGGGG70D2",1,NA,"none","no",0,"no","other","truck"
"360581","1","69","54",2005,"WMWRC33455TJ",3,65,"disabling","yes",2,"yes","driver","other car"
"360582","1","34","35",2006,"WBANF33556CS",1,NA,NA,"no",0,"no","other","4-door sedan"
"360582","2","71","706",2014,"ZDM14BUW8EB0",1,NA,NA,"yes",1,"yes","driver","motorcycle"
"360583","1","52","37",2008,"4A3AK34T98E0",1,80,"disabling","yes",1,"yes","driver","other car"
"360583","2","35","51",2014,"JN8AS5MV7EW2",3,55,NA,"yes",0,"no","driver","other car"
"360584","1","37","32",2012,"1HGCP2F39CA1",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360584","2","72","706",2007,"1HD1JD5167Y0",1,NA,NA,"yes",1,"no","driver","motorcycle"
"360585","1","52","882",2008,"JL6CCK1S18K0",2,NA,"disabling","yes",2,"no","other","truck"
"360585","2","82","881",2015,"3ALHCYCYXFDG",1,NA,NA,"yes",0,"no","other","truck"
"360585","3","7","482",2014,"3C6RR7KT0EG2",4,NA,NA,"yes",0,"no","other","pickup"
"360585","4","84","890",2015,"1HSDJAPR9FH5",1,NA,"disabling","yes",0,"no","other","truck"
"360586","1","85","881",2007,"1XKWD40X47J1",1,NA,"disabling","yes",0,"yes","other","truck"
"360586","2","12","471",1998,"1FTYR10C8WPA",2,NA,"disabling","yes",2,"no","driver","pickup"
"360587","1","20","2",2011,"2G1WD5EM3B12",4,120,"disabling","yes",1,"yes","driver","4-door sedan"
"360588","1","23","401",2006,"1GKDT13S8621",1,NA,NA,"yes",0,"no","driver","utility vehicle"
"360589","1","37","31",2002,"1HGES16502L0",1,12,NA,"yes",0,"no","other","4-door sedan"
"360589","2","20","471",2003,"1GCCS19X0382",2,20,NA,"yes",1,"no","other","pickup"
"360590","1","37","402",2006,"SHSRD78846U4",1,NA,NA,"yes",0,"no","driver","utility vehicle"
"360590","2","9","19",1994,"1P3AA46K3RF1",1,NA,NA,"no",1,"no","driver","4-door sedan"
"360590","3","30","40",2015,"3VWD17AJ8FM2",2,NA,NA,"yes",0,"no","driver","4-door sedan"
"360591","1","72","706",1993,"1HD1CAP12PY2",1,NA,NA,"yes",1,"no","driver","motorcycle"
"360592","1","23","481",2006,"1GTHK29U76E2",1,NA,NA,"yes",0,"no","driver","pickup"
"360593","1","7","24",2006,"999999999999",1,NA,NA,"yes",0,"no",NA,"4-door sedan"
"360593","2","20","16",2003,"1G1JC52F8373",1,0,NA,"yes",1,"no","driver","4-door sedan"
"360594","1","84","881",2007,"1HTMMAAM97H3",1,NA,"disabling","yes",0,"no","other","truck"
"360594","2","20","870",2007,"1GBJG3162712",1,NA,"disabling","yes",1,"no","other","van or bus"
"360595","1","55","36",2002,"KMHCF35G62U1",1,NA,"disabling","yes",1,"no","other","other car"
"360595","2","20","481",2012,"1GC3K0CG7CZ1",1,NA,"disabling","yes",0,"no","other","pickup"
"360596","1","49","401",1999,"JT3GN87R6X01",1,NA,NA,"yes",0,"no","other","utility vehicle"
"360597","1","12","481",1999,"1FTNF20F6XEA",1,NA,NA,"yes",0,"no","driver","pickup"
"360597","2","72","706",2004,"1HD1FCW114Y6",1,NA,NA,"yes",1,"no","driver","motorcycle"
"360598","1","23","481",2006,"2GTEK19BX612",1,NA,NA,"yes",0,"no","driver","pickup"
"360599","1","12","401",1999,"999999999999",1,NA,"disabling","yes",1,"no","other","utility vehicle"
"360600","1","7","482",2008,"3D7KS28D38G1",2,NA,NA,"yes",0,"no","driver","pickup"
"360600","2","24","1",2002,"1G8ZH52852Z1",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360601","1","98","739",2012,"4UF12ATV3CT2",1,NA,NA,"yes",1,"yes","driver","other motorized transport"
"360602","1","59","31",2004,"JTHBA30G2450",2,NA,NA,"yes",1,"yes","other","4-door sedan"
"360603","1","87","881",1997,"1XP5DB9X1VN4",1,NA,"disabling","yes",0,"no","other","truck"
"360604","1","98","739",9999,"999999999999",2,NA,"disabling","yes",1,"no","other","other motorized transport"
"360604","2","98","998",1989,"999999999999",1,NA,NA,"no",0,"no","other","other motorized transport"
"360605","1","49","403",2015,"5TDBKRFH5FS0",4,NA,NA,"yes",0,"no","driver","utility vehicle"
"360606","1","34","706",2011,"WB1051709BZV",2,NA,NA,"yes",2,"yes","other","motorcycle"
"360607","1","14","21",2006,"3MEFM07Z96R6",1,NA,"disabling","yes",1,"yes","driver","4-door sedan"
"360608","1","35","39",2010,"1N4AA5AP9AC8",4,NA,NA,"yes",1,"no","driver","4-door sedan"
"360609","1","35","401",2014,"5N1AR2MM5EC7",1,NA,NA,"yes",1,"no","driver","utility vehicle"
"360610","1","7","482",2005,"999999999999",2,NA,NA,"no",0,"no","driver","pickup"
"360611","1","53","706",2006,"JS1GT76A9621",1,NA,NA,"yes",1,"yes","driver","motorcycle"
"360611","2","20","403",2003,"1GNDT13S0322",1,NA,NA,"no",0,"no","driver","utility vehicle"
"360611","3","48","47",2016,"JF1VA1J65G98",1,NA,NA,"no",0,"no","other","4-door sedan"
"360612","1","55","36",2003,"KMHCF35C73U2",1,NA,"disabling","yes",1,"no","other","other car"
"360613","1","7","442",2013,"2C4RDGBG1DR5",1,44,NA,"yes",0,"no","other","van or bus"
"360614","1","35","47",2005,"1N4AL11D35N9",1,NA,NA,"yes",0,"no","other","4-door sedan"
"360614","2","99","709",2014,"999999999999",1,NA,NA,"yes",1,"yes",NA,"motorcycle"
"360615","1","2","1",2010,"1J4NF4FB2AD6",1,NA,NA,"yes",0,"no","driver","other car"
"360616","1","76","705",2014,"JYARJ18E3EA0",1,NA,"disabling","yes",1,"yes","driver","motorcycle"
"360617","1","98","998",1966,"999999999999",11,5,"disabling","yes",1,"yes",NA,"other motorized transport"
"360618","1","49","402",2005,"JTEHD20V6500",4,NA,"disabling","yes",3,"no","other","utility vehicle"
"360618","2","34","401",2008,"5UXFE83518L1",3,NA,NA,"yes",0,"no",NA,"utility vehicle"
"360619","1","14","6",2010,"2MEBM7FVXAX6",1,NA,"disabling","yes",1,"no","driver","4-door sedan"
"360619","2","82","881",2012,"1FUJGLDR0CSB",1,NA,"disabling","yes",0,"no","other","truck"
"360619","3","2","403",2011,"1J4BA3H14BL6",1,NA,NA,"no",0,"no","driver","utility vehicle"
"360620","1","99","999",9999,"999999999999",1,NA,NA,"yes",0,"no",NA,NA
"360621","1","49","40",1996,"4T1BG12K0TU7",1,NA,NA,"yes",0,"no","other","4-door sedan"
"360622","1","76","709",2012,"JYARJ16E8CA0",1,80,"disabling","yes",1,"yes","driver","motorcycle"
"360623","1","12","37",2008,"2G1WT58N6813",2,NA,NA,"no",0,"no","driver","4-door sedan"
"360623","2","49","46",2011,"JTDKN3DU5B14",2,NA,NA,"no",1,"no","other","4-door sedan"
"360624","1","55","401",2005,"KM8SC73D75U8",1,NA,NA,"yes",0,"no","other","utility vehicle"
"360625","1","12","402",2002,"1FMYU04102KC",1,NA,NA,"yes",0,"no","driver","utility vehicle"
"360626","1","23","421",2015,"1GKS2CKJXFR6",2,0,NA,"yes",0,"no","driver","utility vehicle"
"360626","2","72","706",1984,"1HD1AAK39EY0",1,NA,NA,"yes",1,"no","driver","motorcycle"
"360627","1","37","32",2001,"1HGCG31651A0",2,NA,NA,"yes",1,"yes","driver","other car"
"360628","1","98","709",2008,"LFGH50100810",1,NA,NA,"no",0,"no","other","motorcycle"
"360629","1","7","20",2000,"1B3ES46C7YD8",1,NA,NA,"yes",1,"yes","driver","4-door sedan"
"360629","2","84","999",2016,"999999999999",2,NA,NA,"yes",0,"no","other",NA
"360630","1","76","709",2007,"JYARJ12E47A0",2,NA,NA,"yes",1,"no","driver","motorcycle"
"360630","2","99","999",9999,"999999999999",1,NA,NA,"no",0,NA,NA,NA
"360630","3","37","441",2014,"5FNRL5H69EB0",3,NA,NA,"no",0,"no","other","van or bus"
"360632","1","76","709",2008,"JYARJ16E78A0",1,NA,NA,"yes",1,"yes",NA,"motorcycle"
"360633","1","7","482",2005,"1D7HA16K05J6",1,NA,NA,"yes",0,"no","other","pickup"
"360633","2","12","23",2006,"3FAHP07Z36R1",2,NA,NA,"yes",1,"no","other","4-door sedan"
"360634","1","12","461",1998,"1FBSS31L4WHA",1,NA,NA,"no",0,"no","driver","van or bus"
"360635","1","73","706",1997,"JKAZG9B16VB5",1,NA,NA,"yes",1,"yes","driver","motorcycle"
"360636","1","32","43",2013,"WAUBFAFLXDN0",5,NA,"disabling","yes",2,"yes","other","4-door sedan"
"360637","1","55","33",2013,"5NPEB4AC7DH7",1,NA,NA,"no",0,"no","driver","4-door sedan"
"360638","1","48","402",2006,"999999999999",3,NA,NA,"yes",0,"no","other","utility vehicle"
"360638","2","53","706",2007,"JS1GT77A0721",1,NA,"disabling","yes",1,"yes","driver","motorcycle"
"360639","1","37","706",2005,"JH2SC57085M1",1,NA,NA,"yes",1,"yes","driver","motorcycle"
"360639","2","35","47",2000,"1N4DL01D3YC2",1,NA,NA,"yes",0,"yes","driver","4-door sedan"
"360640","1","99","999",9999,"999999999999",1,NA,NA,"no",0,"no",NA,NA
"360641","1","37","421",2006,"2HKYF18116H5",1,NA,NA,"no",0,"no","driver","utility vehicle"
"360642","1","82","881",2001,"4UZAANBW81CH",1,NA,NA,"no",0,"no","other","van or bus"
"360643","1","58","38",2013,"JN1BY1AR7DM6",1,5,NA,"no",0,"no","other","4-door sedan"
"360644","1","59","31",2008,"JTHCK2622820",1,62,NA,"yes",1,"yes","other","4-door sedan"
"360645","1","20","431",2002,"3GNFK16Z02G1",6,NA,NA,"yes",3,"yes","driver",NA
"360646","1","37","32",2005,"JHMCN36425C0",1,60,NA,"yes",0,"no","driver","4-door sedan"
"360647","1","53","705",2013,"JS1GR7MAXD21",2,NA,NA,"yes",1,"yes","driver","motorcycle"
"360648","1","55","41",2015,"KMHHU6KJ2FU1",1,NA,NA,"no",0,"yes","driver","other car"
"360649","1","76","706",2014,"JYARN23E9EA0",1,NA,NA,"yes",1,"yes","driver","motorcycle"
"360649","2","12","461",2008,"1FBSS31L88DA",1,NA,NA,"yes",0,"no","other","van or bus"
"360650","1","72","706",2003,"1HD1FDV173Y7",1,NA,NA,"yes",1,"no","driver","motorcycle"
"360651","1","37","706",1998,"JH2SC3608WM0",1,NA,"disabling","yes",1,"yes",NA,"motorcycle"
"360652","1","49","403",2007,"JTEEW21A0700",2,NA,NA,"no",0,"no","other","utility vehicle"
"360653","1","12","481",2005,"1FTWX31P45EB",1,NA,"disabling","yes",0,"no","driver","pickup"
"360653","2","7","442",2005,"1D4GP25R75B3",1,NA,"disabling","yes",1,"no","other","van or bus"
"360654","1","49","32",2011,"JTDBU4EE6B91",1,NA,NA,"yes",0,"no","other","4-door sedan"
"360655","1","49","482",2011,"5TFUM5F10BX0",5,NA,"none","yes",0,"no","other","pickup"
"360656","1","35","43",2004,"3N1CB51D74L8",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360656","2","7","482",2015,"3C6UR5CL6FG5",1,NA,NA,"yes",0,"no","driver","pickup"
"360657","1","35","47",2013,"1N4AL3AP3DN5",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360658","1","20","2",2011,"2G1WF5EK9B11",2,NA,NA,"yes",1,"no","driver","4-door sedan"
"360658","2","37","402",2008,"JHLRE48758C0",2,NA,NA,"yes",0,"no","driver","utility vehicle"
"360659","1","55","35",2003,"KMHDN45D53U6",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360659","2","24","9",2008,"1G8ZS57N78F1",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360660","1","9","17",1987,"1P3BS44D3HN4",1,NA,NA,"yes",0,"no","other","other car"
"360661","1","49","40",2003,"4T1BE32K13U7",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360661","2","49","40",2013,"4T1BF1FK1DU6",4,NA,NA,"yes",0,"no","other","4-door sedan"
"360662","1","7","442",2015,"2C4RDGBG3FR6",1,NA,NA,"yes",0,"no","other","van or bus"
"360662","2","20","444",2007,"1GNDV23W27D1",1,NA,NA,"yes",1,"no","other","van or bus"
"360663","1","48","34",2004,"4S3BE6257472",1,100,"disabling","yes",1,"yes","driver","4-door sedan"
"360664","1","20","402",2002,"2CNBJ7344269",3,NA,"disabling","yes",2,"no","other","utility vehicle"
"360665","1","73","706",1999,"JKAZX2C11XA0",1,NA,NA,"yes",1,"yes","driver","motorcycle"
"360666","1","35","47",2013,"1N4AL3AP6DC1",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360666","2","37","31",2005,"2HGES16335H5",2,55,NA,"yes",1,"no","driver","4-door sedan"
"360667","1","22","32",2008,"5Y2SL658X8Z4",1,NA,"disabling","yes",1,"no","driver","other car"
"360667","2","6","441",2004,"2C8GP64L94R5",4,NA,"disabling","yes",0,"no","driver","van or bus"
"360668","1","21","20",1990,"1G3WS14T8LD3",1,NA,NA,"yes",1,"no","driver","other car"
"360668","2","20","403",2006,"1GNDT13S2621",1,NA,NA,"yes",0,"no","other","utility vehicle"
"360669","1","12","23",2011,"3FAHP0HA3BR2",1,NA,NA,"yes",0,"no","other","4-door sedan"
"360669","2","73","705",2007,"JKAEXEA137A0",1,NA,NA,"yes",1,"yes","driver","motorcycle"
"360670","1","37","402",2002,"JHLRD78872C0",1,NA,NA,"yes",0,"no","driver","utility vehicle"
"360670","2","72","706",2005,"1HD1FCW115Y6",2,NA,"disabling","yes",2,"no","driver","motorcycle"
"360670","3","53","41",2010,"JS2RE9A50A61",1,NA,"minor","no",0,"no","other","4-door sedan"
"360671","1","53","705",1989,"JS1GN72A0K21",1,NA,NA,"yes",1,"yes","driver","motorcycle"
"360671","2","22","441",2004,"1GMDX03E64D2",1,NA,NA,"yes",0,"no","driver","van or bus"
"360672","1","12","16",2006,"2FAHP71W76X1",1,NA,NA,"no",0,"yes","other","4-door sedan"
"360673","1","98","981",2003,"5FYD2NM053U0",1,NA,NA,"no",0,"no","other","van or bus"
"360674","1","12","471",2003,"1FMZU72K03UB",1,NA,NA,"yes",0,"no","other","pickup"
"360674","2","76","706",2005,"JYAVP11E35A0",2,NA,"disabling","yes",2,"no","driver","motorcycle"
"360675","1","59","35",2001,"JTHBD1821100",1,NA,NA,"yes",1,"no","other","4-door sedan"
"360676","1","6","43",2006,"1C3EL55R16N1",1,NA,NA,"yes",1,"no","driver","other car"
"360676","2","20","25",2013,"1G1PC5SB0D71",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360676","3","34","44",2011,"5UXFG8C54BLZ",5,0,NA,"yes",0,"no","other",NA
"360676","4","58","37",2005,"JNKCV51F65M3",1,NA,NA,"yes",0,"no","other","4-door sedan"
"360677","1","35","47",2003,"1N4AL11DX3C1",3,NA,NA,"yes",0,"no","other","4-door sedan"
"360677","2","37","32",2003,"1HGCM56613A0",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360678","1","12","481",2003,"1FTNW21L53EB",2,NA,NA,"yes",0,"no","other","pickup"
"360678","2","2","405",2011,"1J4PN2GK8BW5",1,NA,NA,"yes",1,"no","driver","utility vehicle"
"360679","1","35","49",2006,"JN8AZ08W56W5",1,NA,NA,"no",0,"no","other","other car"
"360680","1","18","19",2014,"2G4GU5GX4E92",1,NA,NA,"yes",1,"no","driver","4-door sedan"
"360681","1","53","704",2015,"JS1SK44A2F21",1,NA,NA,"yes",1,"no","driver","motorcycle"
"360682","1","12","422",2004,"1FMPU16L34LB",1,NA,"disabling","yes",1,"no","other","utility vehicle"
"360683","1","2","403",2008,"1J4GA39168L6",1,NA,NA,"yes",0,"no","other","utility vehicle"
"360684","1","30","46",2004,"WVWPD63BX4E2",1,NA,NA,"yes",0,"no","other","4-door sedan"
"360684","2","72","706",2014,"1HD1KRM17EB6",1,NA,NA,"yes",1,"no","driver","motorcycle"
"360685","1","73","705",2000,"JKAZX4J11YA0",1,NA,NA,"yes",1,"yes","other","motorcycle"
"360686","1","32","402",2016,"WA1C2AFP9GA0",1,NA,NA,"yes",1,"yes","other","utility vehicle"
"360686","2","86","881",2003,"1M2P267C53M0",1,NA,NA,"yes",0,"no","other","truck"
"360687","1","72","706",2005,"1HD1FYW195Y6",1,NA,NA,"yes",1,"no","driver","motorcycle"
"360688","1","98","882",2010,"1CYCCZ480AT0",1,NA,"none","no",0,"no","other","truck"
"360689","1","12","870",1998,"1FDXE40F1WHC",3,NA,NA,"yes",1,"no","other","truck"
"360689","2","98","998",2014,"CAT0420FPJWJ",1,NA,NA,"no",0,"no","other","other motorized transport"
"360690","1","73","706",2014,"JKAZXCM10EA0",1,NA,"disabling","yes",1,"yes","driver","motorcycle"
"360690","2","84","881",2013,"1HSDJSJR7DJ2",1,NA,NA,"yes",0,"no","other","truck"
"360691","1","20","2",2010,"2G1WA5EN6A11",4,NA,"disabling","yes",2,"no","driver","4-door sedan"
"360692","1","72","706",2008,"1HD1FR41X8Y6",2,NA,NA,"yes",1,"yes","driver","motorcycle"
"360693","1","98","709",2013,"999999999999",2,40,NA,"yes",1,"no","driver","motorcycle"
"360694","1","34","34",1992,"WBABF3312NEF",1,NA,"disabling","yes",1,"no","other","other car"
"360694","2","34","36",2013,"WBA6B4C53DD0",1,NA,NA,"yes",0,"yes","driver","4-door sedan"
"360694","3","37","31",2010,"2HGFA1F99AH5",1,NA,NA,"no",0,"no","other","4-door sedan"
"360695","1","73","705",2008,"JKAZX4J128A0",1,86,"disabling","yes",1,"yes","driver","motorcycle"
"360696","1","49","403",2015,"5TDDKRFH6FS1",2,NA,NA,"yes",2,"no","other","utility vehicle"
"360696","2","85","881",2009,"1XKWDB9X89J2",1,NA,NA,"yes",0,"no","other","truck"
"360697","1","49","47",2008,"2T1KR32E28C6",2,NA,"disabling","yes",1,"no","other","other car"
"360697","2","98","907",2010,"1VHFH3G23A67",6,NA,NA,"yes",0,"no","other","van or bus"
"360698","1","49","40",2005,"4T1BE32K85U5",1,NA,NA,"yes",1,"no","other","4-door sedan"
"360698","2","63","34",2006,"KNAGD1268654",1,NA,NA,"yes",0,"no","driver","4-door sedan"
"360699","1","55","401",2007,"5NMSG13D87H0",1,NA,NA,"yes",0,"no","driver","utility vehicle"
"360700","1","48","401",2012,"JF2SHBBC6CH4",1,NA,"disabling","yes",1,"no","driver","utility vehicle"
"360700","2","87","881",2014,"1NPXGGGG10D2",1,NA,NA,"yes",0,"no","other","truck"
"360701","1","52","34",2011,"999999999999",1,NA,"disabling","yes",1,"no",NA,"4-door sedan"
"360701","2","84","881",2001,"1HTSDAAN61H3",1,NA,"disabling","yes",0,"no","other","truck"
"360702","1","73","709",2009,"JKAEXEC139DA",1,NA,"disabling","yes",1,"yes",NA,"motorcycle"
"360703","1","49","402",2008,"JTMZD33VX851",1,NA,NA,"yes",1,"no","driver","utility vehicle"
"360704","1","34","706",2014,"WB1053406EZL",1,NA,"disabling","yes",1,"no","other","motorcycle"
